placement_id,candidate_id,placement_status,time_to_hire_days,offered_salary_gbp,offer_accepted,client_satisfaction_score,rehire_likelihood,placement_fee_gbp,estimated_fee_value_gbp,interview_rounds,hiring_manager,recruiter_assigned,client_company,client_industry,role_title,contract_type,placement_region,start_date,end_date,probation_outcome,performance_rating,invoice_status,replacement_required
23483825,7734295,terminated,13,58000,no,3,no,17,9860,3,Oliver Green,Daniel Hughes,Foyle Secure Networks,Public Sector,Solutions Architect,permanent,Wales,2023-08-01,2024-10-23,passed,2,paid,yes
55023025,1498953,on probation,38,48500,yes,5,maybe,14,6790,2,Claire Robinson,Sean O'Donnell,Summit Learning Tech,Manufacturing,Product Manager,permanent,Republic of Ireland,2025-07-27,,passed,,paid,no
54136246,1940388,active,15,46500,yes,10,yes,19,8835,4,Emma Collins,Megan Campbell,QuantumWorks,Logistics,Marketing Analyst,contract,Northern Ireland,2023-07-16,,not applicable,8,paid,no
11027902,7344986,active,34,66000,yes,9,yes,20,13200,3,Eoin Kelly,Amira Khan,Orion Telecom,Consulting,Project Manager,contract,England,2025-09-25,,not applicable,9,not invoiced,no
65457612,3891218,active,25,66000,pending,7,yes,14,9240,3,Hannah Foster,Amira Khan,Harbourline Logistics,Cybersecurity,Machine Learning Engineer,contract,Wales,2023-05-31,,not applicable,6,paid,no
70211026,3526852,on probation,38,43500,yes,5,maybe,19,8265,3,Sanjay Rao,Priya Nair,NorthBridge Analytics,Cybersecurity,Machine Learning Engineer,permanent,Remote,2023-08-10,,passed,,pending,no
71343571,7124164,on probation,51,42000,yes,8,yes,12,5040,3,Hannah Foster,Adam Clarke,Vertex Retail Solutions,Education,Full Stack Developer,permanent,Scotland,2024-04-07,,failed,,pending,no
51914196,2207187,active,27,22500,yes,7,maybe,15,3375,2,Robert Lewis,Grace Mitchell,Nimbus Cyber Defence,Telecommunications,Frontend Developer,contract,England,2023-04-09,,not applicable,5,pending,no
94653915,4284958,extended contract,31,31000,pending,8,yes,18,5580,3,Hannah Foster,Megan Campbell,OakTree Platforms,Energy,Finance Analyst,permanent,England,2025-04-13,2025-10-20,passed,7,paid,no
46400996,1889269,on probation,9,80000,pending,6,yes,17,13600,2,Michael Turner,Sean O'Donnell,Pioneer Manufacturing,Manufacturing,IoT Security Engineer,permanent,Scotland,2024-11-03,,not applicable,,paid,no
57759213,2286689,active,22,32500,yes,8,yes,17,5525,3,Robert Lewis,Megan Campbell,MetroGov Digital,Telecommunications,Sales Engineer,fixed-term,Northern Ireland,2024-03-13,,not applicable,9,not invoiced,no
60419567,2497707,active,41,47500,pending,7,yes,14,6650,3,Laura Bennett,Megan Campbell,Lagan Data Labs,Telecommunications,QA Engineer,temp-to-perm,England,2025-08-24,,not applicable,6,paid,no
22453758,8704303,completed,21,28500,pending,9,yes,17,4845,3,Marta Nowak,Amira Khan,Cobalt Consulting,Healthcare,Network Engineer,permanent,Wales,2023-12-13,2024-11-13,not applicable,10,pending,no
93044223,6898055,on probation,38,72500,yes,8,yes,11,7975,4,Eoin Kelly,Sofia Garcia,Orion Telecom,Retail,AI Research Engineer,fixed-term,Remote,2026-03-13,,failed,,not invoiced,no
58322439,1436501,on probation,26,52500,yes,6,maybe,19,9975,4,Emma Collins,James Wilson,Aster Cloud Systems,Telecommunications,Finance Analyst,contract,Remote,2024-03-20,,passed,,paid,no
46120466,5377758,completed,34,50500,yes,10,yes,19,9595,2,Patrick Murphy,Amira Khan,Pioneer Manufacturing,Telecommunications,Data Engineer,contract,Scotland,2023-11-27,2024-05-07,passed,8,paid,no
16150059,4365273,completed,22,25500,yes,7,maybe,18,4590,4,Robert Lewis,Adam Clarke,Nimbus Cyber Defence,Consulting,Finance Analyst,permanent,Republic of Ireland,2026-01-24,2027-05-30,failed,7,pending,no
95016496,9432234,on probation,50,20500,pending,8,yes,19,3895,2,Nadia Hussain,Sean O'Donnell,Summit Learning Tech,Technology,QA Engineer,permanent,Northern Ireland,2024-01-19,,passed,,paid,no
12359217,5121144,active,35,30000,yes,5,no,20,6000,3,Oliver Green,Holly Evans,Lagan Data Labs,Energy,QA Engineer,permanent,Republic of Ireland,2026-03-05,,not applicable,5,pending,no
33373748,3701461,terminated,57,27500,no,4,maybe,18,4950,3,Oliver Green,Thomas Wright,Silverline Payments,Financial Services,Marketing Analyst,permanent,Remote,2024-12-14,2026-04-05,failed,2,pending,yes
64497208,1787118,terminated,56,32500,yes,1,maybe,20,6500,4,Laura Bennett,Thomas Wright,BrightPath Software,Healthcare,Data Analyst,permanent,Republic of Ireland,2025-01-06,2026-06-01,failed,2,not invoiced,yes
68378169,9119191,active,30,68000,yes,6,maybe,15,10200,3,Sanjay Rao,James Wilson,OakTree Platforms,Healthcare,IoT Security Engineer,temp-to-perm,Northern Ireland,2024-12-16,,not applicable,4,paid,no
75744827,9409103,terminated,43,42000,yes,1,no,18,7560,1,Laura Bennett,Adam Clarke,Vertex Retail Solutions,Retail,Finance Analyst,contract,Scotland,2025-01-31,2025-12-05,failed,1,paid,yes
61093436,1345939,active,36,24500,yes,9,yes,13,3185,3,Nadia Hussain,James Wilson,BlueHarbour Health,Technology,HR Coordinator,permanent,Remote,2026-02-17,,not applicable,7,paid,no
46564927,7417673,on probation,15,70500,yes,6,maybe,16,11280,4,Hannah Foster,Grace Mitchell,Cedar Finance Group,Energy,Product Manager,permanent,Wales,2023-10-15,,failed,,pending,no
45596223,1484520,active,46,95000,pending,7,maybe,15,14250,3,Emma Collins,James Wilson,Vertex Retail Solutions,Technology,Machine Learning Engineer,fixed-term,Scotland,2023-10-16,,not applicable,6,paid,no
41041477,1501764,active,35,72000,pending,8,yes,16,11520,2,Nadia Hussain,Grace Mitchell,Silverline Payments,Healthcare,Marketing Analyst,permanent,Remote,2023-04-17,,not applicable,7,not invoiced,no
89151048,2572539,active,52,95000,yes,7,yes,19,18050,2,Hannah Foster,Naomi Patel,Vertex Retail Solutions,Technology,AI Research Engineer,contract,Northern Ireland,2024-05-07,,not applicable,7,paid,no
90650189,7612712,completed,54,32000,yes,9,yes,11,3520,2,Michael Turner,Thomas Wright,NorthBridge Analytics,Cybersecurity,SOC Analyst,permanent,Wales,2023-03-12,2024-08-17,passed,10,paid,no
41848398,5737095,completed,37,19500,yes,7,maybe,14,2730,2,Emma Collins,Daniel Hughes,QuantumWorks,Consulting,Network Engineer,permanent,Remote,2024-08-26,2026-01-03,failed,7,not invoiced,no
34467408,5081827,active,23,31500,yes,6,maybe,16,5040,4,Robert Lewis,Grace Mitchell,GreenGrid Energy,Cybersecurity,Cybersecurity Analyst,contract,Wales,2024-02-05,,not applicable,6,paid,no
43468377,4123516,active,24,43000,yes,8,yes,11,4730,4,Eoin Kelly,Amira Khan,Cobalt Consulting,Technology,Software Engineer,contract,Scotland,2024-01-07,,not applicable,9,not invoiced,no
23293530,5789663,extended contract,51,28500,yes,10,yes,10,2850,5,Eoin Kelly,Sofia Garcia,Pioneer Manufacturing,Public Sector,Project Manager,contract,Scotland,2024-01-02,2025-07-01,passed,10,paid,no
88940121,6357628,terminated,49,39500,yes,4,no,10,3950,1,Emma Collins,Naomi Patel,GreenGrid Energy,Cybersecurity,Backend Developer,permanent,England,2024-04-21,2024-11-30,not applicable,5,paid,yes
54423135,2961128,completed,41,72000,yes,9,yes,11,7920,4,Claire Robinson,Holly Evans,BrightPath Software,Energy,Marketing Analyst,contract,England,2025-08-17,2026-08-26,failed,10,paid,no
46886506,8858426,completed,40,38000,yes,10,yes,13,4940,3,Hannah Foster,Megan Campbell,Redstone AI,Manufacturing,Marketing Analyst,contract,Republic of Ireland,2023-10-24,2024-06-02,not applicable,8,not invoiced,no
22566508,2389179,completed,55,50000,yes,8,yes,20,10000,3,Hannah Foster,Grace Mitchell,Cobalt Consulting,Healthcare,Full Stack Developer,permanent,Wales,2025-02-22,2026-01-28,passed,7,paid,no
70403696,5618978,on probation,12,45000,yes,6,yes,19,8550,5,Patrick Murphy,Amira Khan,Cedar Finance Group,Technology,SOC Analyst,fixed-term,Wales,2025-06-21,,extended,,not invoiced,no
37488254,1878147,terminated,41,69000,no,4,no,14,9660,2,Patrick Murphy,Priya Nair,Cobalt Consulting,Cybersecurity,Business Analyst,permanent,Wales,2023-08-04,2024-12-26,failed,3,paid,yes
39452302,6395497,completed,22,29000,yes,7,no,19,5510,2,Robert Lewis,James Wilson,MetroGov Digital,Cybersecurity,Technical Support Engineer,contract,Northern Ireland,2025-07-13,2026-01-30,passed,5,paid,no
60552852,8109164,completed,29,72000,yes,10,yes,10,7200,1,Hannah Foster,Naomi Patel,Vertex Retail Solutions,Healthcare,Product Manager,permanent,Remote,2023-02-20,2023-12-17,failed,10,paid,no
95381145,2267473,completed,37,62500,yes,8,maybe,12,7500,5,Robert Lewis,James Wilson,Orion Telecom,Retail,Full Stack Developer,contract,Republic of Ireland,2023-07-09,2024-04-01,extended,8,partially paid,no
80055961,3802414,completed,48,29000,yes,8,yes,10,2900,4,Eoin Kelly,Thomas Wright,GreenGrid Energy,Manufacturing,Cloud Engineer,permanent,Remote,2026-03-31,2026-11-21,extended,8,paid,no
27463321,8531847,active,40,38000,yes,9,yes,20,7600,2,Patrick Murphy,Megan Campbell,Silverline Payments,Energy,Cybersecurity Analyst,permanent,Northern Ireland,2024-05-03,,not applicable,9,paid,no
62248604,8698727,active,17,53000,yes,6,yes,12,6360,1,Emma Collins,Sean O'Donnell,MetroGov Digital,Telecommunications,Full Stack Developer,contract,Remote,2023-04-30,,not applicable,6,paid,no
41694880,9377628,extended contract,35,25500,yes,10,yes,18,4590,3,Hannah Foster,Daniel Hughes,BlueHarbour Health,Manufacturing,SOC Analyst,permanent,England,2024-11-07,2025-08-29,failed,10,paid,no
12179109,7418480,terminated,44,41500,yes,4,no,13,5395,4,Nadia Hussain,James Wilson,Redstone AI,Healthcare,IoT Security Engineer,permanent,England,2023-12-04,2025-03-20,extended,2,paid,yes
91913898,6113173,terminated,63,31500,no,2,no,12,3780,2,Patrick Murphy,Thomas Wright,Summit Learning Tech,Cybersecurity,Technical Support Engineer,fixed-term,England,2025-10-08,2026-10-17,not applicable,1,paid,yes
59889327,9259231,active,57,100000,yes,6,maybe,17,17000,2,Laura Bennett,Adam Clarke,MetroGov Digital,Consulting,Full Stack Developer,contract,Scotland,2023-04-23,,not applicable,4,paid,no
44123831,3273981,completed,47,30000,yes,8,yes,14,4200,2,Hannah Foster,James Wilson,Redstone AI,Logistics,Technical Support Engineer,permanent,Scotland,2024-04-22,2025-08-05,not applicable,6,paid,no
22853306,6586464,active,39,85000,yes,9,yes,17,14450,2,Robert Lewis,James Wilson,Foyle Secure Networks,Logistics,Full Stack Developer,permanent,Scotland,2026-03-23,,not applicable,8,paid,no
51308219,6838773,on probation,13,38000,yes,6,maybe,20,7600,1,Michael Turner,Megan Campbell,Orion Telecom,Public Sector,Data Analyst,permanent,Northern Ireland,2023-11-17,,failed,,not invoiced,no
78786243,4850122,active,27,20500,yes,7,yes,11,2255,2,Oliver Green,Holly Evans,BlueHarbour Health,Cybersecurity,Technical Support Engineer,permanent,Republic of Ireland,2024-02-02,,not applicable,8,paid,no
40097480,9475980,completed,48,64000,yes,9,yes,12,7680,4,Nadia Hussain,Amira Khan,Cedar Finance Group,Education,QA Engineer,permanent,Remote,2024-11-16,2025-04-10,extended,10,pending,no
35778255,3504928,completed,33,28500,yes,8,yes,14,3990,4,Marta Nowak,Thomas Wright,Silverline Payments,Consulting,Finance Analyst,permanent,Northern Ireland,2023-02-03,2023-12-11,not applicable,8,pending,no
24358615,2209582,completed,22,46500,yes,10,yes,17,7905,4,Sanjay Rao,Megan Campbell,GreenGrid Energy,Technology,Data Engineer,permanent,Wales,2023-05-20,2024-08-12,not applicable,8,paid,no
17784545,4811903,active,28,25000,yes,8,maybe,18,4500,3,Hannah Foster,Priya Nair,Aster Cloud Systems,Logistics,Business Analyst,fixed-term,England,2025-02-03,,not applicable,8,partially paid,no
71145186,4546046,completed,48,34000,pending,9,yes,16,5440,4,Laura Bennett,Amira Khan,OakTree Platforms,Manufacturing,Cybersecurity Analyst,permanent,Republic of Ireland,2023-06-12,2024-05-03,not applicable,9,pending,no
25243369,8826471,completed,59,30000,yes,9,maybe,17,5100,2,Laura Bennett,Adam Clarke,GreenGrid Energy,Energy,Business Analyst,permanent,Northern Ireland,2024-10-20,2025-10-05,passed,9,partially paid,no
68728558,5629316,terminated,37,59500,no,5,no,17,10115,4,Robert Lewis,Thomas Wright,Silverline Payments,Healthcare,Cloud Engineer,permanent,Republic of Ireland,2023-08-20,2024-08-25,passed,4,paid,yes
91979510,7083382,active,36,26500,yes,8,yes,14,3710,2,Hannah Foster,Megan Campbell,GreenGrid Energy,Logistics,Full Stack Developer,fixed-term,Northern Ireland,2025-07-01,,not applicable,7,pending,no
74682108,3095984,completed,23,42000,yes,8,yes,20,8400,3,Emma Collins,Grace Mitchell,MetroGov Digital,Logistics,UX Designer,contract,Republic of Ireland,2023-10-11,2024-01-29,not applicable,6,partially paid,no
65113860,1073623,completed,23,23500,pending,8,maybe,19,4465,3,Robert Lewis,Megan Campbell,GreenGrid Energy,Financial Services,Network Engineer,permanent,Scotland,2023-04-30,2023-08-19,failed,9,pending,no
56231685,6323167,active,40,20000,yes,9,yes,12,2400,3,Sanjay Rao,Thomas Wright,MetroGov Digital,Retail,Technical Support Engineer,permanent,Remote,2025-10-25,,not applicable,9,paid,no
78546694,3243391,active,39,34000,yes,7,yes,14,4760,3,Emma Collins,Priya Nair,Aster Cloud Systems,Cybersecurity,UX Designer,permanent,Remote,2024-05-20,,not applicable,8,partially paid,no
87320329,3177326,on probation,22,53000,yes,8,yes,17,9010,3,Claire Robinson,Daniel Hughes,Aster Cloud Systems,Consulting,Cybersecurity Analyst,fixed-term,England,2023-11-19,,extended,,paid,no
87373581,4866543,active,22,44000,yes,9,yes,13,5720,2,Marta Nowak,Grace Mitchell,Redstone AI,Logistics,Full Stack Developer,permanent,England,2024-05-09,,not applicable,10,paid,no
13602583,8509220,completed,44,34000,yes,6,yes,12,4080,2,Robert Lewis,Grace Mitchell,QuantumWorks,Telecommunications,Machine Learning Engineer,permanent,England,2024-02-13,2025-04-17,not applicable,5,paid,no
75931420,9968796,on probation,19,68000,yes,8,yes,17,11560,3,Laura Bennett,Amira Khan,Summit Learning Tech,Education,Finance Analyst,fixed-term,England,2023-11-19,,not applicable,,partially paid,no
47918891,4808943,active,58,54000,pending,9,yes,19,10260,1,Sanjay Rao,Naomi Patel,Foyle Secure Networks,Healthcare,Cybersecurity Analyst,fixed-term,Wales,2025-09-08,,not applicable,7,paid,no
38076206,6955341,completed,33,37000,yes,9,yes,14,5180,3,Laura Bennett,Holly Evans,MetroGov Digital,Healthcare,Finance Analyst,fixed-term,Wales,2025-09-05,2026-09-16,not applicable,7,paid,no
58234678,2115839,active,38,59000,yes,10,yes,14,8260,3,Eoin Kelly,Megan Campbell,BlueHarbour Health,Healthcare,Cybersecurity Analyst,fixed-term,Republic of Ireland,2023-03-25,,not applicable,9,paid,no
94873401,7717225,active,8,20000,yes,10,maybe,12,2400,3,Oliver Green,Sean O'Donnell,Foyle Secure Networks,Energy,Frontend Developer,permanent,Wales,2024-06-18,,not applicable,8,paid,no
55299898,5083586,extended contract,38,39000,yes,8,yes,16,6240,2,Hannah Foster,Sofia Garcia,BrightPath Software,Energy,Cybersecurity Analyst,permanent,Scotland,2024-03-26,2025-04-13,extended,7,paid,no
15087420,6587700,on probation,49,48000,yes,8,yes,16,7680,4,Robert Lewis,Priya Nair,Harbourline Logistics,Education,Project Manager,contract,Scotland,2024-12-20,,not applicable,,paid,no
11401024,8573197,completed,18,81500,yes,7,no,12,9780,2,Patrick Murphy,Holly Evans,Foyle Secure Networks,Cybersecurity,Network Engineer,fixed-term,Remote,2025-09-30,2026-02-28,passed,6,paid,no
84432717,9462307,active,42,35500,yes,9,maybe,16,5680,3,Hannah Foster,Megan Campbell,BlueHarbour Health,Manufacturing,Technical Support Engineer,temp-to-perm,Republic of Ireland,2025-08-08,,not applicable,8,pending,no
97894225,5257212,terminated,36,56000,yes,6,maybe,11,6160,3,Claire Robinson,Priya Nair,Nimbus Cyber Defence,Healthcare,Software Engineer,fixed-term,Remote,2025-09-21,2026-08-23,failed,7,paid,no
24901460,5146112,active,17,45500,yes,9,yes,14,6370,2,Laura Bennett,Megan Campbell,GreenGrid Energy,Retail,Data Analyst,fixed-term,Wales,2023-12-06,,not applicable,10,paid,no
70688600,5641288,completed,31,24000,pending,5,maybe,19,4560,1,Nadia Hussain,Daniel Hughes,Nimbus Cyber Defence,Financial Services,SOC Analyst,permanent,Wales,2024-10-09,2026-01-03,failed,3,paid,no
63723355,7980184,terminated,45,37500,no,4,no,10,3750,4,Oliver Green,Priya Nair,Redstone AI,Telecommunications,AI Research Engineer,permanent,Northern Ireland,2023-08-20,2024-07-09,extended,2,pending,yes
98588514,9464614,on probation,9,18500,yes,6,maybe,19,3515,2,Laura Bennett,Amira Khan,Harbourline Logistics,Healthcare,Technical Support Engineer,contract,Northern Ireland,2025-01-18,,not applicable,,pending,no
81114988,5572885,on probation,25,43500,no,5,maybe,10,4350,3,Laura Bennett,Grace Mitchell,Silverline Payments,Telecommunications,DevOps Engineer,permanent,Remote,2025-11-19,,failed,,pending,no
19754861,8849034,completed,25,52000,yes,7,maybe,16,8320,2,Eoin Kelly,Priya Nair,Redstone AI,Technology,Network Engineer,permanent,Wales,2024-12-21,2025-10-03,passed,6,paid,no
49133423,5281770,active,54,84000,yes,10,maybe,13,10920,2,Robert Lewis,Naomi Patel,GreenGrid Energy,Consulting,QA Engineer,contract,Republic of Ireland,2024-04-30,,not applicable,9,pending,no
19158909,9553464,on probation,35,52000,yes,6,no,17,8840,2,Nadia Hussain,Sean O'Donnell,Lagan Data Labs,Education,HR Coordinator,fixed-term,Wales,2025-07-25,,not applicable,,paid,no
50513791,3122324,on probation,36,49500,pending,4,no,17,8415,1,Hannah Foster,James Wilson,Foyle Secure Networks,Logistics,Business Analyst,permanent,England,2025-12-05,,passed,,paid,no
52510593,3446936,extended contract,68,36000,yes,7,maybe,10,3600,4,Laura Bennett,Adam Clarke,Summit Learning Tech,Financial Services,Full Stack Developer,permanent,Scotland,2023-11-24,2025-09-02,passed,7,paid,no
54867844,9544835,on probation,20,38000,no,4,maybe,10,3800,2,Marta Nowak,Sofia Garcia,QuantumWorks,Consulting,Machine Learning Engineer,fixed-term,Scotland,2023-09-08,,extended,,pending,no
50950021,8415940,extended contract,29,38500,yes,7,yes,18,6930,3,Claire Robinson,Naomi Patel,Redstone AI,Energy,Backend Developer,fixed-term,Northern Ireland,2025-06-08,2026-04-30,not applicable,7,paid,no
47808389,4401693,active,57,32000,yes,6,yes,16,5120,4,Marta Nowak,James Wilson,Foyle Secure Networks,Telecommunications,Network Engineer,contract,Republic of Ireland,2024-06-11,,not applicable,7,pending,no
79980428,3041173,completed,35,43000,yes,7,yes,18,7740,4,Michael Turner,Grace Mitchell,Redstone AI,Energy,AI Research Engineer,permanent,Remote,2024-02-08,2024-10-22,extended,7,pending,no
68767630,5555692,on probation,37,26500,yes,7,maybe,13,3445,2,Marta Nowak,Holly Evans,Foyle Secure Networks,Logistics,DevOps Engineer,permanent,Northern Ireland,2024-04-09,,passed,,paid,no
99288994,6462908,active,12,61000,yes,4,maybe,20,12200,4,Laura Bennett,James Wilson,Harbourline Logistics,Cybersecurity,Frontend Developer,permanent,Republic of Ireland,2025-08-02,,not applicable,4,partially paid,no
20928419,3139826,terminated,24,67500,no,1,no,15,10125,4,Oliver Green,Sofia Garcia,Vertex Retail Solutions,Cybersecurity,Solutions Architect,fixed-term,Remote,2026-03-24,2027-02-16,failed,2,paid,yes
33888162,7167460,extended contract,25,62000,pending,8,yes,13,8060,2,Laura Bennett,James Wilson,Vertex Retail Solutions,Education,Solutions Architect,contract,England,2024-05-13,2025-01-06,extended,9,paid,no
17317814,7396623,completed,41,35000,yes,10,maybe,11,3850,5,Nadia Hussain,James Wilson,Foyle Secure Networks,Consulting,Full Stack Developer,permanent,Wales,2025-10-13,2026-11-29,extended,9,paid,no
57882558,6003910,terminated,46,24000,no,3,no,14,3360,3,Eoin Kelly,Naomi Patel,Nimbus Cyber Defence,Cybersecurity,SOC Analyst,fixed-term,England,2025-09-09,2026-01-24,extended,2,pending,yes
15681485,7751013,active,19,56000,yes,5,no,16,8960,2,Nadia Hussain,Grace Mitchell,Harbourline Logistics,Healthcare,Cloud Engineer,contract,Remote,2024-01-26,,not applicable,6,paid,no
22454229,9107760,terminated,47,25500,no,1,no,13,3315,1,Robert Lewis,Thomas Wright,Harbourline Logistics,Consulting,UX Designer,permanent,Republic of Ireland,2024-11-21,2026-04-21,extended,2,paid,yes
29911006,8183189,active,52,52500,pending,8,yes,16,8400,4,Robert Lewis,Amira Khan,Foyle Secure Networks,Logistics,Software Engineer,permanent,Northern Ireland,2026-03-01,,not applicable,7,pending,no
35987423,3949657,on probation,33,52500,pending,6,maybe,12,6300,3,Robert Lewis,Sofia Garcia,Cedar Finance Group,Public Sector,QA Engineer,contract,Republic of Ireland,2024-02-23,,not applicable,,pending,no
10704876,7628210,completed,59,106500,yes,10,yes,17,18105,3,Emma Collins,Sofia Garcia,Aster Cloud Systems,Healthcare,AI Research Engineer,permanent,Scotland,2025-10-20,2026-11-02,extended,9,not invoiced,no
40945647,1873915,active,48,69000,yes,7,maybe,11,7590,2,Sanjay Rao,Adam Clarke,OakTree Platforms,Manufacturing,Marketing Analyst,permanent,Scotland,2023-06-29,,not applicable,7,paid,no
93009915,3812825,on probation,19,48000,pending,6,yes,18,8640,2,Claire Robinson,Sofia Garcia,Cobalt Consulting,Healthcare,UX Designer,contract,England,2024-11-16,,not applicable,,paid,no
